transaction_id,user_id,timestamp,amount,merchant_category,merchant_name,location,payment_method,user_risk_score,is_fraud
TXN-000033,26,2026-04-29 11:09:08.244536,81.29,utilities,Hnos Gracia S.L.,León,transfer,0.28,False
TXN-000034,19,2026-02-26 06:51:08.244536,143.89,utilities,Haroldo Parejo Barragán S.L.N.E,Huesca,credit_card,0.16,False
TXN-000035,37,2026-02-26 14:20:08.244536,57.52,restaurant,Comercial QVE S.L.,Castellón,debit_card,0.25,False
TXN-000036,4,2026-04-24 14:02:08.244536,15.24,online_shopping,Fabiola Merino Barón S.A.,Cantabria,debit_card,0.12,False
TXN-000037,33,2026-05-08 08:08:08.244536,58.3,gas_station,Hotel Castellana S.Coop.,Girona,credit_card,0.1,False
TXN-000038,12,2026-04-04 13:26:08.244536,128.14,supermarket,Minería del Norte S.A.,Castellón,transfer,0.26,False
TXN-000039,6,2026-03-30 18:06:08.244536,126.77,supermarket,Campos y asociados S.A.,Barcelona,debit_card,0.1,False
TXN-000040,10,2026-03-21 19:34:08.244536,101.21,online_shopping,Construcción del Norte S.L.,León,credit_card,0.11,False
TXN-000041,8,2026-05-03 15:43:08.244536,164.54,supermarket,Hotel Guitart S.Coop.,Zamora,debit_card,0.21,False
TXN-000042,10,2026-04-17 10:44:08.244536,168.09,online_shopping,Jose Luis Recio Tormo S.L.N.E,León,transfer,0.21,False
TXN-000043,35,2026-03-24 01:03:08.244536,157.44,restaurant,Aguiló y asociados S.Com.,Ourense,debit_card,0.1,False
TXN-000044,31,2026-04-19 17:45:08.244536,163.09,online_shopping,Tadeo Saez Falcón S.L.N.E,Almería,debit_card,0.09,False
TXN-000045,20,2026-04-17 22:03:08.244536,122.02,utilities,Barranco y asociados S.Coop.,Vizcaya,transfer,0.08,False
TXN-000046,24,2026-03-27 09:53:08.244536,126.27,supermarket,Comas y asociados S.Com.,Las Palmas,debit_card,0.08,False
TXN-000047,46,2026-02-27 05:47:08.244536,134.83,online_shopping,Clara Iborra Valencia S.Coop.,La Coruña,debit_card,0.27,False
TXN-000048,13,2026-03-03 07:35:08.244536,128.43,restaurant,Carreño y asociados S.A.,Melilla,credit_card,0.08,False
TXN-000049,4,2026-03-23 02:58:08.244536,90.71,online_shopping,Fábrica Cerdán S.L.,Cantabria,transfer,0.29,False
TXN-000050,24,2026-05-07 19:16:08.244536,126.46,gas_station,Suministros QTS S.Com.,Las Palmas,transfer,0.14,False
TXN-000051,2,2026-04-20 11:50:08.244536,152.56,restaurant,Familia Huertas S.A.,Valladolid,transfer,0.13,False
TXN-000052,3,2026-03-15 09:41:08.244536,136.75,supermarket,Finanzas Escobar y asociados S.Com.,Murcia,transfer,0.18,False
TXN-000053,32,2026-04-19 12:34:08.244536,207.7,gas_station,Inversiones HW S.A.,Lleida,credit_card,0.17,False
TXN-000054,4,2026-04-21 15:19:08.244536,12.6,supermarket,David Bermejo Frías S.L.,Cantabria,transfer,0.27,False
TXN-000055,30,2026-03-24 22:49:08.244536,123.61,online_shopping,Minería Acuña S.L.N.E,Albacete,debit_card,0.2,False
TXN-000056,27,2026-05-01 23:43:08.244536,134.19,gas_station,Industrias SI S.L.L.,Málaga,debit_card,0.2,False
TXN-000057,36,2026-02-13 00:57:08.244536,190.25,gas_station,Hotel Naranjo S.L.N.E,Pontevedra,credit_card,0.25,False
TXN-000058,22,2026-02-25 19:12:08.244536,45.93,supermarket,Servicios Avanzadas S.A.,León,debit_card,0.13,False
TXN-000059,18,2026-05-08 14:54:08.244536,135.61,restaurant,Pagès & Asociados S.A.,Almería,credit_card,0.3,False
TXN-000060,28,2026-05-13 01:31:08.244536,30.27,restaurant,Industrias Integrales S.L.,Cuenca,debit_card,0.21,False
TXN-000061,29,2026-03-23 08:23:08.244536,145.87,utilities,Finanzas Castrillo S.A.,Álava,credit_card,0.2,False
TXN-000062,19,2026-04-19 11:31:08.244536,172.57,utilities,Ríos & Asociados S.L.,Huesca,debit_card,0.28,False
TXN-000063,22,2026-03-12 13:52:08.244536,51.65,supermarket,Gallardo & Asociados S.L.N.E,León,credit_card,0.17,False
TXN-000064,18,2026-02-11 18:11:08.244536,115.91,restaurant,Restauración Uriarte S.Com.,Almería,debit_card,0.22,False
TXN-000065,4,2026-03-19 04:37:08.244536,55.1,online_shopping,Arranz y Calleja S.Com.,Cantabria,debit_card,0.14,False
TXN-000066,40,2026-03-30 06:29:08.244536,93.96,utilities,Grupo Torrijos S.Coop.,Navarra,transfer,0.26,False
TXN-000067,20,2026-03-01 03:37:08.244536,104.99,supermarket,Despacho Maza S.Coop.,Vizcaya,debit_card,0.23,False
TXN-000068,8,2026-03-14 09:04:08.244536,149.51,restaurant,Hermanos Gálvez S.L.N.E,Zamora,transfer,0.17,False
TXN-000069,6,2026-03-23 00:16:08.244536,45.42,supermarket,Tamarit y asociados S.A.U,Barcelona,debit_card,0.09,False
TXN-000070,3,2026-02-15 16:38:08.244536,173.6,utilities,Linares & Asociados S.L.,Murcia,credit_card,0.27,False
TXN-000071,15,2026-03-22 04:30:08.244536,113.73,utilities,Transportes Ibérica S.L.,Granada,transfer,0.19,False
TXN-000072,30,2026-04-30 12:22:08.244536,114.27,online_shopping,Comercial Lamas S.Coop.,Albacete,transfer,0.1,False
TXN-000073,2,2026-04-23 08:04:08.244536,149.47,restaurant,Hermanos Aguilar S.Coop.,Valladolid,credit_card,0.23,False
TXN-000074,26,2026-03-30 15:46:08.244536,70.03,supermarket,Familia Segarra S.A.,León,credit_card,0.14,False
TXN-000075,45,2026-03-13 04:46:08.244536,65.22,gas_station,Aroca y Cadenas S.L.N.E,Málaga,debit_card,0.26,False
TXN-000076,36,2026-03-29 15:24:08.244536,177.94,gas_station,Fábrica Hoz S.Coop.,Pontevedra,transfer,0.13,False
TXN-000077,11,2026-02-25 16:32:08.244536,84.62,utilities,Jesús Villaverde Alegria S.L.,Cantabria,transfer,0.18,False
TXN-000078,24,2026-05-05 01:32:08.244536,187.71,gas_station,Rosales y asociados S.C.P,Las Palmas,transfer,0.15,False
TXN-000079,23,2026-05-09 05:19:08.244536,134.28,utilities,Manufacturas Globales S.A.,Barcelona,credit_card,0.07,False
TXN-000080,10,2026-03-17 16:13:08.244536,119.11,supermarket,Hermanos Bernal S.Com.,León,transfer,0.12,False
TXN-000081,46,2026-02-28 10:40:08.244536,151.38,online_shopping,Tecnologías Marín y asociados S.A.,La Coruña,transfer,0.27,False
TXN-000082,13,2026-03-01 00:04:08.244536,144.62,restaurant,Begoña Agustín Navarrete S.L.N.E,Melilla,debit_card,0.27,False
TXN-000083,2,2026-04-26 09:04:08.244536,157.27,restaurant,Infraestructuras WMX S.Coop.,Valladolid,debit_card,0.23,False
TXN-000084,47,2026-03-22 06:20:08.244536,131.75,gas_station,Arrieta y Puga S.L.,Cuenca,transfer,0.21,False
TXN-000085,23,2026-03-03 21:41:08.244536,46.45,supermarket,Alimentación Integrales S.Coop.,Barcelona,credit_card,0.24,False
TXN-000086,32,2026-05-10 10:25:08.244536,174.19,gas_station,Aranda & Asociados S.Coop.,Lleida,debit_card,0.14,False
TXN-000087,25,2026-04-28 23:06:08.244536,74.36,supermarket,Pineda & Asociados S.Com.,Lugo,transfer,0.22,False
TXN-000088,47,2026-03-12 04:17:08.244536,98.61,gas_station,Felicidad Arnal Sarabia S.L.N.E,Cuenca,credit_card,0.14,False
TXN-000089,21,2026-03-24 16:09:08.244536,193.24,restaurant,Vizcaíno y Cal S.Coop.,Cuenca,credit_card,0.22,False
TXN-000090,28,2026-03-13 02:25:08.244536,46.61,supermarket,Patricia Noguera Ayala S.Coop.,Cuenca,debit_card,0.11,False
TXN-000091,33,2026-03-24 18:18:08.244536,104.09,supermarket,Gracia Barragán Bilbao S.A.U,Girona,credit_card,0.21,False
TXN-000092,46,2026-03-31 13:47:08.244536,202.0,utilities,Talleres Esteve & Asociados S.Coop.,La Coruña,credit_card,0.23,False
TXN-000093,0,2026-02-21 23:55:08.244536,216.07,utilities,Alegre y Castells S.Com.,Madrid,credit_card,0.17,False
TXN-000094,16,2026-04-10 19:09:08.244536,121.62,supermarket,Comercial Novoa y asociados S.L.L.,Murcia,credit_card,0.17,False
TXN-000095,39,2026-03-26 23:18:08.244536,113.67,restaurant,Distribuciones Urrutia y asociados S.L.,Zaragoza,transfer,0.19,False
TXN-000096,41,2026-03-13 12:14:08.244536,101.87,supermarket,Hotel KMOG S.L.,Burgos,credit_card,0.17,False
TXN-000097,24,2026-02-24 16:17:08.244536,149.34,supermarket,Zorrilla y Roselló S.Com.,Las Palmas,credit_card,0.23,False
TXN-000098,44,2026-05-08 23:28:08.244536,163.62,utilities,Manufacturas Cuenca y asociados S.A.,Ciudad,debit_card,0.27,False
TXN-000099,41,2026-03-03 06:11:08.244536,60.91,supermarket,Despacho Catalá & Asociados S.A.,Burgos,debit_card,0.14,False
TXN-000100,31,2026-03-16 20:47:08.244536,186.68,online_shopping,Minería Río S.Coop.,Almería,debit_card,0.27,False
TXN-000101,42,2026-04-30 01:02:08.244536,115.85,restaurant,Zamora y asociados S.Com.,Granada,transfer,0.12,False
TXN-000102,44,2026-04-24 12:55:08.244536,165.52,utilities,Corral y Anaya S.Com.,Ciudad,transfer,0.16,False
TXN-000103,27,2026-04-19 09:58:08.244536,156.44,gas_station,Servicios Española S.Coop.,Málaga,debit_card,0.12,False
TXN-000104,20,2026-03-02 13:15:08.244536,5.0,utilities,María Belén Lara Priego S.Com.,Vizcaya,credit_card,0.09,False
TXN-000105,37,2026-03-11 18:12:08.244536,116.21,gas_station,Salvà y asociados S.Com.,Castellón,credit_card,0.16,False
TXN-000106,28,2026-05-03 01:22:08.244536,32.52,supermarket,Banco Angulo S.L.,Cuenca,transfer,0.19,False
TXN-000107,15,2026-05-02 20:55:08.244536,62.9,utilities,Rios y Pardo S.L.,Granada,transfer,0.27,False
TXN-000108,5,2026-05-11 05:18:08.244536,181.95,supermarket,Promociones Avanzadas S.L.,Salamanca,credit_card,0.27,False
TXN-000109,1,2026-05-07 11:30:08.244536,22.59,gas_station,Hnos Vicente S.Com.,Baleares,debit_card,0.28,False
TXN-000110,8,2026-04-24 20:58:08.244536,165.8,restaurant,Distribuciones VNLJ S.Com.,Zamora,credit_card,0.28,False
TXN-000111,34,2026-03-13 09:07:08.244536,155.8,online_shopping,Amo y Mendez S.A.,Vizcaya,debit_card,0.29,False
TXN-000112,39,2026-03-04 05:39:08.244536,92.97,supermarket,Desarrollo Sierra S.Coop.,Zaragoza,debit_card,0.23,False
TXN-000113,23,2026-05-08 11:33:08.244536,106.04,supermarket,Distribuciones Correa & Asociados S.Coop.,Barcelona,debit_card,0.09,False
TXN-000114,0,2026-02-17 01:21:08.244536,164.03,gas_station,Manufacturas Avanzadas S.L.N.E,Madrid,transfer,0.15,False
TXN-000115,5,2026-02-19 00:13:08.244536,1896.15,luxury,Restauración Ibéricos S.Coop.,Afganistán,credit_card,0.72,True
TXN-000116,1,2026-02-22 18:32:08.244536,23.01,supermarket,Manufacturas del Mediterráneo S.L.N.E,Baleares,credit_card,0.24,False
TXN-000117,35,2026-04-01 22:55:08.244536,172.94,online_shopping,Martina Carnero Serna S.L.L.,Ourense,debit_card,0.23,False
TXN-000118,18,2026-03-17 14:19:08.244536,119.09,online_shopping,Despacho Torrecilla & Asociados S.L.N.E,Almería,transfer,0.08,False
TXN-000119,24,2026-02-28 21:21:08.244536,163.59,supermarket,Manufacturas Amorós S.Com.,Las Palmas,transfer,0.28,False
TXN-000120,14,2026-04-10 22:27:08.244536,174.98,utilities,Infraestructuras Asensio & Asociados S.Coop.,Melilla,transfer,0.28,False
TXN-000121,7,2026-02-14 06:11:08.244536,5.0,restaurant,Manufacturas Company S.L.L.,Ourense,debit_card,0.22,False
TXN-000122,13,2026-04-01 09:23:08.244536,130.7,online_shopping,Familia Barco S.A.T.,Melilla,credit_card,0.22,False
TXN-000123,18,2026-02-17 14:02:08.244536,170.73,online_shopping,Hermanos Vigil S.L.L.,Almería,transfer,0.22,False
TXN-000124,11,2026-04-25 02:51:08.244536,45.5,online_shopping,Antón y Pinilla S.L.N.E,Cantabria,debit_card,0.05,False
TXN-000125,34,2026-04-20 03:27:08.244536,232.39,online_shopping,Manufacturas Alsina y asociados S.L.,Vizcaya,credit_card,0.05,False
TXN-000126,33,2026-04-02 00:06:08.244536,70.54,supermarket,Instalaciones Batlle y asociados S.C.P,Girona,debit_card,0.29,False
TXN-000127,3,2026-03-04 13:43:08.244536,124.38,utilities,Soluciones GHF S.L.N.E,Murcia,transfer,0.06,False
TXN-000128,5,2026-02-19 18:56:08.244536,171.62,restaurant,Infraestructuras Bermudez & Asociados S.L.N.E,Salamanca,transfer,0.28,False
TXN-000129,33,2026-04-15 12:54:08.244536,383.11,gambling,Ferrández y Falcón S.Com.,Panamá,debit_card,0.86,True
TXN-000130,24,2026-02-28 04:32:08.244536,101.08,gas_station,Andrés y Manjón S.Coop.,Las Palmas,transfer,0.24,False
TXN-000131,19,2026-03-20 22:03:08.244536,1640.62,cryptocurrency,Comercial Barragán S.Coop.,Japón,debit_card,0.91,True
TXN-000132,22,2026-04-21 19:11:08.244536,71.02,supermarket,Inmobiliaria Priego & Asociados S.A.,León,credit_card,0.2,False
TXN-000133,12,2026-03-03 09:56:08.244536,150.31,supermarket,Farmaceútica Cordero & Asociados S.C.P,Castellón,credit_card,0.19,False
TXN-000134,12,2026-03-13 05:18:08.244536,153.22,restaurant,Hermanos Ramirez S.Coop.,Castellón,credit_card,0.23,False
TXN-000135,45,2026-04-18 23:33:08.244536,49.8,restaurant,Consultoría NQKX S.L.N.E,Málaga,transfer,0.15,False
TXN-000136,19,2026-03-29 03:58:08.244536,209.63,restaurant,Rey y Armas S.Com.,Huesca,debit_card,0.1,False
TXN-000137,33,2026-04-06 21:10:08.244536,5.0,supermarket,Hnos Garrido S.A.,Girona,credit_card,0.11,False
TXN-000138,2,2026-02-20 01:35:08.244536,152.75,utilities,Alimentación Gimenez & Asociados S.A.,Valladolid,debit_card,0.08,False
TXN-000139,6,2026-02-28 18:08:08.244536,88.21,supermarket,Banco del Levante S.L.L.,Barcelona,debit_card,0.18,False
TXN-000140,15,2026-03-04 00:54:08.244536,64.89,utilities,Supermercados Bertrán & Asociados S.C.P,Granada,credit_card,0.23,False
TXN-000141,0,2026-03-24 12:00:08.244536,245.03,gas_station,Promociones Moles & Asociados S.L.,Madrid,transfer,0.26,False
TXN-000142,20,2026-02-13 14:31:08.244536,124.44,utilities,Solé y Padilla S.L.,Vizcaya,transfer,0.15,False
TXN-000143,44,2026-04-28 09:57:08.244536,159.85,utilities,Hotel BJMB S.A.,Ciudad,credit_card,0.15,False
TXN-000144,32,2026-05-10 21:09:08.244536,226.19,gas_station,Godofredo Garmendia Zamorano S.L.L.,Lleida,transfer,0.28,False
TXN-000145,37,2026-04-14 08:09:08.244536,60.28,restaurant,Banco Castellana S.L.,Castellón,debit_card,0.29,False
TXN-000146,2,2026-04-12 14:11:08.244536,139.08,restaurant,Ignacio Villena Enríquez S.Coop.,Valladolid,credit_card,0.06,False
TXN-000147,18,2026-04-12 20:57:08.244536,136.32,restaurant,Llabrés y Canet S.L.N.E,Almería,credit_card,0.22,False
TXN-000148,15,2026-04-14 10:16:08.244536,113.7,utilities,Llamas y asociados S.C.P,Granada,credit_card,0.16,False
TXN-000149,26,2026-03-05 03:27:08.244536,84.75,utilities,Finanzas Noguera y asociados S.Coop.,León,debit_card,0.22,False
TXN-000150,14,2026-03-28 10:24:08.244536,175.53,supermarket,Ayllón y Oller S.L.U.,Melilla,transfer,0.17,False
TXN-000151,24,2026-04-09 14:00:08.244536,169.79,gas_station,Laguna y Rico S.L.L.,Las Palmas,credit_card,0.25,False
TXN-000152,43,2026-03-26 20:12:08.244536,186.97,online_shopping,Ofelia Burgos Polo S.A.,Asturias,transfer,0.05,False
TXN-000153,21,2026-02-27 01:06:08.244536,166.34,utilities,Vilanova y Pombo S.A.,Cuenca,credit_card,0.13,False
TXN-000154,33,2026-03-15 11:09:08.244536,16.04,supermarket,Hermanos Vargas S.C.P,Girona,transfer,0.17,False
TXN-000155,32,2026-02-15 17:17:08.244536,137.68,restaurant,Instalaciones Inteligentes S.A.,Lleida,debit_card,0.17,False
TXN-000156,32,2026-04-30 04:21:08.244536,243.04,restaurant,Minería Iborra S.Coop.,Lleida,transfer,0.22,False
TXN-000157,1,2026-03-12 15:10:08.244536,114.5,supermarket,Industrias OW S.L.,Baleares,transfer,0.24,False
TXN-000158,45,2026-03-05 07:38:08.244536,36.66,restaurant,Industrias del Mediterráneo S.L.,Málaga,credit_card,0.19,False
TXN-000159,1,2026-04-29 22:47:08.244536,80.91,supermarket,Fábrica Godoy y asociados S.Com.,Baleares,credit_card,0.24,False
TXN-000160,46,2026-02-15 14:27:08.244536,150.17,online_shopping,Restauración ULV S.L.L.,La Coruña,debit_card,0.08,False
TXN-000161,43,2026-03-01 17:09:08.244536,188.21,online_shopping,Supermercados del Sur S.A.,Asturias,debit_card,0.23,False
TXN-000162,8,2026-04-16 02:29:08.244536,184.06,supermarket,Hnos Romeu S.Com.,Zamora,debit_card,0.06,False
TXN-000163,20,2026-05-08 10:55:08.244536,157.65,supermarket,Morales y Querol S.L.N.E,Vizcaya,credit_card,0.14,False
TXN-000164,18,2026-03-05 13:33:08.244536,152.82,online_shopping,González & Asociados S.A.,Almería,transfer,0.09,False
TXN-000165,10,2026-05-07 04:32:08.244536,126.0,online_shopping,Macias y Teruel S.L.,León,transfer,0.19,False
TXN-000166,29,2026-04-11 05:03:08.244536,145.72,utilities,Industrias YAPG S.Coop.,Álava,debit_card,0.07,False
TXN-000167,46,2026-03-23 07:39:08.244536,157.38,utilities,Felicia Mateu Ramis S.L.N.E,La Coruña,debit_card,0.13,False
TXN-000168,34,2026-05-02 15:41:08.244536,242.24,online_shopping,Hermanos Comas S.L.,Vizcaya,credit_card,0.1,False
TXN-000169,24,2026-04-06 05:30:08.244536,129.75,supermarket,Guerra y Ortiz S.A.,Las Palmas,credit_card,0.21,False
TXN-000170,33,2026-02-24 20:10:08.244536,37.57,gas_station,Faustino Mariscal Beltran S.C.P,Girona,debit_card,0.21,False
TXN-000171,38,2026-02-24 08:27:08.244536,2653.83,luxury,Soluciones Integrales S.L.,Argelia,transfer,0.93,True
TXN-000172,27,2026-04-09 17:11:08.244536,153.63,gas_station,Lino Español Francisco S.L.,Málaga,transfer,0.24,False
TXN-000173,31,2026-05-10 15:50:08.244536,147.89,online_shopping,Talleres del Sur S.A.,Almería,debit_card,0.21,False
TXN-000174,38,2026-03-21 19:03:08.244536,211.86,utilities,Porras y Samper S.Coop.,Pontevedra,credit_card,0.2,False
TXN-000175,43,2026-03-05 04:49:08.244536,209.66,restaurant,Crespi y asociados S.L.,Asturias,credit_card,0.22,False
TXN-000176,18,2026-03-09 10:55:08.244536,147.0,online_shopping,Luján y Iglesia S.Coop.,Almería,transfer,0.17,False
TXN-000177,40,2026-04-22 21:20:08.244536,100.5,gas_station,Familia Anglada S.A.,Navarra,credit_card,0.24,False
TXN-000178,3,2026-02-25 11:08:08.244536,116.53,utilities,Díaz y asociados S.A.,Murcia,debit_card,0.23,False
TXN-000179,11,2026-04-20 01:54:08.244536,12.87,online_shopping,Promociones Pintor & Asociados S.A.,Cantabria,transfer,0.27,False
TXN-000180,46,2026-03-07 12:25:08.244536,151.74,online_shopping,Construcción PQ S.Com.,La Coruña,debit_card,0.14,False
TXN-000181,40,2026-04-15 01:49:08.244536,93.68,utilities,Grupo Sevilla S.L.N.E,Navarra,debit_card,0.2,False
TXN-000182,26,2026-03-23 22:52:08.244536,75.6,supermarket,Jose Miguel Colom Roldán S.A.,León,transfer,0.2,False
TXN-000183,32,2026-04-15 20:12:08.244536,101.92,gas_station,Ros y Borrego S.Com.,Lleida,credit_card,0.05,False
TXN-000184,47,2026-05-05 19:58:08.244536,62.13,restaurant,Fábrica Soto y asociados S.Com.,Cuenca,debit_card,0.08,False
TXN-000185,7,2026-03-30 04:20:08.244536,22.36,restaurant,Geraldo Vázquez Suarez S.L.,Ourense,credit_card,0.06,False
TXN-000186,47,2026-04-14 01:06:08.244536,18.39,gas_station,Transportes Gárate y asociados S.L.L.,Cuenca,credit_card,0.27,False
TXN-000187,36,2026-03-28 20:18:08.244536,155.7,gas_station,Calzada y Monreal S.L.U.,Pontevedra,transfer,0.14,False
TXN-000188,13,2026-02-14 18:56:08.244536,125.37,restaurant,Talleres Bru y asociados S.A.T.,Melilla,credit_card,0.2,False
TXN-000189,21,2026-03-09 22:58:08.244536,192.43,restaurant,Distribuciones Castells & Asociados S.L.,Cuenca,transfer,0.1,False
TXN-000190,33,2026-04-03 03:13:08.244536,47.89,gas_station,Tecnologías León & Asociados S.Com.,Girona,credit_card,0.05,False
TXN-000191,34,2026-03-24 18:56:08.244536,180.74,utilities,Tecnologías Checa S.Com.,Vizcaya,debit_card,0.07,False
TXN-000192,16,2026-02-27 09:31:08.244536,156.22,supermarket,Instalaciones ZQDK S.A.,Murcia,transfer,0.21,False
TXN-000193,39,2026-04-12 15:07:08.244536,126.12,supermarket,Despacho Marín S.Com.,Zaragoza,transfer,0.25,False
TXN-000194,11,2026-05-04 05:31:08.244536,86.96,online_shopping,Consultoría Ibéricos S.L.,Cantabria,debit_card,0.06,False
TXN-000195,17,2026-05-10 17:18:08.244536,107.88,restaurant,Banca Privada del Norte S.Com.,Santa Cruz de Tenerife,credit_card,0.18,False
TXN-000196,31,2026-04-25 22:40:08.244536,183.73,utilities,Distribuciones Juárez S.L.,Almería,transfer,0.13,False
TXN-000197,22,2026-04-19 06:54:08.244536,43.17,supermarket,Compañía Acevedo & Asociados S.Com.,León,transfer,0.12,False
TXN-000198,27,2026-04-16 07:01:08.244536,170.63,gas_station,Dolores Córdoba Ferrándiz S.Coop.,Málaga,debit_card,0.26,False
TXN-000199,40,2026-02-12 11:21:08.244536,109.48,utilities,Banca Privada ERJZ S.A.,Navarra,transfer,0.16,False
TXN-000200,19,2026-04-14 21:54:08.244536,171.29,utilities,Hermanos Castrillo S.Com.,Huesca,credit_card,0.17,False
TXN-000201,7,2026-03-31 08:10:08.244536,63.96,online_shopping,Nevado & Asociados S.Coop.,Ourense,transfer,0.21,False
TXN-000202,41,2026-04-24 03:38:08.244536,76.67,restaurant,Albero y asociados S.Coop.,Burgos,debit_card,0.14,False
TXN-000203,0,2026-03-16 10:46:08.244536,152.64,gas_station,Fábrica Arribas y asociados S.L.,Madrid,transfer,0.14,False
TXN-000204,7,2026-04-27 21:53:08.244536,12.03,restaurant,Familia Mateo S.L.,Ourense,transfer,0.06,False
TXN-000205,9,2026-02-16 01:09:08.244536,39.35,gas_station,Morell y asociados S.L.L.,Pontevedra,debit_card,0.17,False
TXN-000206,23,2026-03-22 01:44:08.244536,587.01,wire_transfer,Instalaciones Alvarado S.A.,Nigeria,debit_card,0.77,True
TXN-000207,33,2026-02-14 07:05:08.244536,53.58,supermarket,Rodolfo Garmendia Trillo S.Com.,Girona,transfer,0.12,False
TXN-000208,30,2026-02-14 03:03:08.244536,84.83,gas_station,Alimentación Moreno S.Coop.,Albacete,debit_card,0.17,False
TXN-000209,11,2026-05-08 04:32:08.244536,65.82,online_shopping,Talleres Martín S.L.,Cantabria,transfer,0.29,False
TXN-000210,45,2026-02-19 20:10:08.244536,27.01,gas_station,Sola y Mateo S.Coop.,Málaga,credit_card,0.14,False
